property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,bestech park view ananda,sector 81,0.95,6985.0,2.0,2.0,2,14.0,Relatively New,1260.0,0.0,0.0,0.0,0.0,0.0,1.0,165.0
flat,signature global park,sohna road,0.55,6691.0,2.0,2.0,3,3.0,Relatively New,1006.1571965880207,0.0,0.0,0.0,0.0,0.0,0.0,58.0
flat,smart world gems,sector 89,1.25,8784.0,3.0,3.0,3,2.0,Under Construction,1254.8072467285444,0.0,0.0,0.0,1.0,0.0,0.0,12.0
house,independent,sector 4,0.92,15257.0,1.0,4.0,3,4.0,Moderately Old,603.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
flat,shree vardhman flora,sector 90,0.65,4815.0,2.0,2.0,3,3.0,Relatively New,1189.3178160208552,1.0,0.0,0.0,0.0,0.0,0.0,106.0
flat,shree arihant apartment,sector 54,1.5,8108.0,3.0,3.0,3+,4.0,Moderately Old,1700.0,0.0,0.0,0.0,1.0,0.0,1.0,75.0
flat,hcbs sports ville,sohna road,0.22,3143.0,1.0,1.0,1,1.0,New Property,883.4249746666399,0.0,0.0,0.0,0.0,0.0,0.0,86.0
flat,godrej summit,sector 104,0.82,9856.0,2.0,2.0,3,12.0,Relatively New,256.99770197627356,1.0,0.0,0.0,0.0,0.0,0.0,120.0
flat,ats kocoon,sector 109,2.95,10351.0,4.0,4.0,3+,7.0,Relatively New,3150.0,0.0,1.0,1.0,0.0,0.0,1.0,158.0
flat,ansal heights 86,sector 86,0.87,5367.0,2.0,2.0,1,12.0,New Property,1198.2889709123194,0.0,0.0,0.0,0.0,1.0,1.0,45.0
flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,3.0,4.0,3,3.0,Relatively New,1839.1267027429667,1.0,1.0,1.0,1.0,0.0,2.0,174.0
flat,m3m heights,sector 65,2.33,18477.0,2.0,2.0,3,35.0,Under Construction,1109.474537486823,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,ats tourmaline,sector 109,1.75,8140.0,3.0,4.0,3+,9.0,Relatively New,1907.0102073379985,0.0,1.0,0.0,0.0,0.0,0.0,94.0
flat,emaar gurgaon greens,sector 102,1.39,8424.0,3.0,3.0,3,7.0,Relatively New,1458.4524627647838,0.0,1.0,0.0,0.0,0.0,1.0,21.0
flat,valley view estate,gwal pahari,0.38,6090.0,1.0,1.0,1,11.0,Moderately Old,538.0119709005476,0.0,0.0,0.0,0.0,0.0,0.0,42.0
flat,signature global park,sohna road,0.78,6446.0,3.0,3.0,3,3.0,Relatively New,1396.4859023707731,0.0,0.0,0.0,1.0,0.0,0.0,150.0
flat,dhoot time residency,sector 63,2.2,12813.0,3.0,4.0,3+,8.0,Moderately Old,1518.5592005375947,1.0,0.0,0.0,0.0,0.0,1.0,61.0
flat,godrej nature plus,sector 33,1.67,10503.0,3.0,2.0,2,18.0,Under Construction,1860.2527409425486,0.0,0.0,0.0,0.0,0.0,0.0,67.0
house,independent,sector 28,12.0,42194.0,4.0,5.0,3+,4.0,Relatively New,2844.0,0.0,1.0,1.0,1.0,0.0,1.0,60.0
flat,avl 36 gurgaon,sector 36,0.45,9000.0,1.0,1.0,1,9.0,Relatively New,426.76965024639037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,the close north,sector 50,2.35,11358.0,3.0,3.0,3,8.0,Moderately Old,1900.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,parsvnath green ville,sector 48,2.0,7764.0,3.0,3.0,0,15.0,Relatively New,1884.5823201093376,0.0,1.0,0.0,0.0,0.0,0.0,74.0
flat,valley view estate,gwal pahari,1.5,8278.0,4.0,4.0,3+,9.0,Old Property,2002.098997425456,1.0,1.0,0.0,0.0,1.0,0.0,135.0
flat,la vida by tata housing,sector 113,1.9,18500.0,3.0,2.0,2,10.0,Relatively New,1303.57,0.0,0.0,0.0,1.0,0.0,1.0,174.0
flat,signature global solera,sector 107,0.49,8221.0,2.0,2.0,1,8.0,Relatively New,598.0,0.0,0.0,0.0,0.0,1.0,2.0,49.0
flat,suncity vatsal valley,gwal pahari,1.45,10140.0,3.0,3.0,3,4.0,Under Construction,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,tulip violet,sector 69,1.43,8888.0,3.0,3.0,2,1.0,Relatively New,1322.62,0.0,0.0,0.0,1.0,0.0,0.0,86.0
flat,mapsko mount ville,sector 79,1.4,9396.0,3.0,3.0,3,2.0,New Property,1678.1664116985328,0.0,0.0,0.0,0.0,0.0,1.0,112.0
flat,krrish provence estate,gwal pahari,5.25,9052.0,4.0,5.0,3+,2.0,New Property,5181.481742722464,1.0,1.0,0.0,1.0,0.0,0.0,49.0
flat,tulip violet,sector 69,1.9,9453.0,4.0,4.0,2,0.0,Relatively New,1781.4140388574983,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,ats triumph,sector 104,1.75,7642.0,3.0,4.0,3+,12.0,Relatively New,2011.32,1.0,1.0,0.0,1.0,1.0,1.0,21.0
house,central park flower valley,sector 33,1.15,9350.0,2.0,2.0,3,2.0,Relatively New,1400.0,1.0,0.0,0.0,0.0,0.0,1.0,71.0
flat,takshila heights sector 37 c,sector 37,0.67,5583.0,2.0,2.0,2,3.0,Relatively New,1054.7504926488907,0.0,0.0,0.0,0.0,0.0,0.0,23.0
flat,rof ananda,sector 95,0.2,5602.0,1.0,1.0,1,2.0,Relatively New,547.5010876913409,0.0,0.0,0.0,1.0,0.0,0.0,53.0
flat,tulip violet,sector 69,1.68,10072.0,3.0,3.0,2,0.0,Relatively New,1474.6005415694196,0.0,0.0,0.0,0.0,0.0,0.0,157.0
house,dlf city plots phase 2,sector 25,6.3,35000.0,4.0,4.0,3+,2.0,Old Property,1800.0,0.0,1.0,1.0,0.0,0.0,0.0,89.0
flat,tulip white,sector 69,0.9,6000.0,3.0,2.0,3+,1.0,Relatively New,1326.0,0.0,0.0,0.0,0.0,0.0,1.0,149.0
flat,mvn athens,sohna road,0.26,5394.0,2.0,2.0,1,2.0,Relatively New,663.9074947245391,0.0,0.0,0.0,0.0,0.0,0.0,37.0
flat,ireo the corridors,sector 67a,1.6,9265.0,3.0,3.0,2,3.0,New Property,1364.93,0.0,0.0,1.0,0.0,0.0,1.0,142.0
flat,m3m the tree of life,sector 111,2.35,14551.0,3.0,3.0,3+,5.0,Under Construction,1615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ats tourmaline,sector 109,1.45,6744.0,3.0,4.0,3+,4.0,Relatively New,1797.0,0.0,1.0,0.0,0.0,0.0,0.0,71.0
house,independent,sector 4,2.35,16319.0,4.0,4.0,2,2.0,Old Property,1440.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0
flat,smart world gems,sector 89,1.2,8433.0,3.0,3.0,2,3.0,New Property,1423.0,1.0,0.0,0.0,0.0,1.0,0.0,37.0
house,independent,sector 45,16.0,35003.0,6.0,7.0,3+,3.0,Relatively New,4500.0,1.0,1.0,1.0,1.0,0.0,1.0,105.0
flat,laxmi pareena,sector 99,0.3,6667.0,2.0,1.0,0,12.0,New Property,631.9245199097118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,vatika lifestyle homes,sector 83,1.3,4545.0,3.0,3.0,1,6.0,Relatively New,2543.9622046319632,0.0,0.0,0.0,0.0,0.0,1.0,79.0
flat,pivotal riddhi siddhi,sector 99,0.4,4444.0,2.0,2.0,2,9.0,New Property,777.68,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,earth copia,sector 112,0.7,4673.0,2.0,2.0,2,4.0,Relatively New,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0
house,independent,sector 3,0.55,7333.0,1.0,1.0,0,1.0,Moderately Old,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 7,2.0,13889.0,2.0,2.0,2,2.0,Old Property,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
house,independent,sector 4,0.8,11852.0,2.0,3.0,1,2.0,Moderately Old,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,palam vihar extension west zone rwa,sector 2,0.2,4000.0,1.0,1.0,1,1.0,Moderately Old,682.2246108610973,0.0,0.0,0.0,0.0,1.0,0.0,0.0
house,international city by sobha phase 1,sector 109,6.0,9634.0,4.0,5.0,3,2.0,Moderately Old,6228.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0
flat,orris carnation residency,sector 85,0.88,5954.0,3.0,3.0,1,1.0,Relatively New,1310.428407055623,0.0,0.0,0.0,0.0,0.0,0.0,65.0
flat,emaar gurgaon greens,sector 102,1.4,13685.0,3.0,3.0,3,7.0,Relatively New,1333.2,0.0,1.0,0.0,0.0,0.0,0.0,67.0
flat,sobha city,sector 108,3.35,13267.0,3.0,4.0,2,19.0,New Property,2525.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.76,10227.0,3.0,3.0,3,1.0,Relatively New,1496.1313133089338,0.0,0.0,0.0,0.0,0.0,0.0,100.0
flat,raheja vanya,sector 99,0.85,6789.0,2.0,2.0,2,3.0,New Property,1101.400498084505,0.0,0.0,0.0,0.0,0.0,0.0,43.0
flat,not applicable,sector 4,0.42,5600.0,2.0,2.0,1,3.0,Relatively New,933.7250656180255,0.0,0.0,0.0,0.0,0.0,1.0,26.0
house,independent,sector 7,1.55,13889.0,2.0,2.0,2,1.0,Moderately Old,1080.0,0.0,0.0,0.0,0.0,0.0,1.0,52.0
flat,ansal heights 86,sector 86,0.78,5735.0,2.0,2.0,1,8.0,New Property,1198.2889709123194,0.0,0.0,0.0,0.0,0.0,0.0,67.0
flat,ashiana anmol,sector 33,1.1,8627.0,2.0,2.0,2,4.0,Under Construction,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,tulip violet,sector 69,1.42,8999.0,3.0,3.0,2,8.0,Relatively New,1393.860147546241,0.0,0.0,0.0,1.0,0.0,1.0,94.0
flat,raheja vedaanta,sector 108,0.7,4651.0,2.0,2.0,2,12.0,Moderately Old,1328.3707168385517,0.0,0.0,0.0,0.0,0.0,0.0,72.0
flat,navjyoti apartment,sector 38,2.1,11939.0,4.0,4.0,3+,10.0,Old Property,1948.7809010169874,0.0,0.0,0.0,0.0,0.0,2.0,22.0
house,unitech espace,sector 50,7.5,34722.0,3.0,3.0,2,2.0,Moderately Old,2160.0,0.0,1.0,0.0,0.0,0.0,1.0,66.0
flat,sare homes,sector 92,0.95,4750.0,4.0,3.0,2,17.0,New Property,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
flat,jmd gardens,sector 33,3.25,7509.0,4.0,4.0,3+,17.0,Old Property,4533.199574099181,0.0,1.0,0.0,0.0,0.0,1.0,130.0
flat,sukhshanti apartment,sector 56,1.7,7727.0,3.0,3.0,3,4.0,Moderately Old,2200.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,godrej oasis,sector 88a,1.19,10162.0,2.0,2.0,3,15.0,Relatively New,1397.98,1.0,0.0,0.0,1.0,0.0,1.0,174.0
house,independent,sector 23,1.2,6231.0,3.0,2.0,2,3.0,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.4,10378.0,2.0,2.0,2,11.0,New Property,1186.82,0.0,0.0,0.0,0.0,0.0,1.0,49.0
flat,bestech park view city,sector 48,1.76,9910.0,3.0,3.0,3+,9.0,Moderately Old,1576.0,0.0,1.0,0.0,1.0,0.0,1.0,158.0
flat,microtek greenburg,sector 86,1.45,9797.0,3.0,2.0,3,8.0,Relatively New,1480.0,0.0,0.0,0.0,0.0,0.0,2.0,72.0
flat,tulip violet,sector 69,1.4,8855.0,3.0,3.0,2,9.0,Relatively New,1393.860147546241,0.0,0.0,0.0,1.0,0.0,0.0,120.0
flat,pioneer urban presidia,sector 62,7.15,16486.0,4.0,5.0,3+,7.0,Relatively New,3869.001782101239,1.0,1.0,1.0,0.0,0.0,1.0,158.0
flat,bestech park view spa next,sector 67,2.72,11574.0,4.0,4.0,3+,0.0,Relatively New,2250.0,0.0,1.0,0.0,1.0,0.0,1.0,128.0
flat,signature global orchard avenue,sector 93,0.4,7353.0,2.0,2.0,2,11.0,New Property,726.063101828777,0.0,0.0,0.0,0.0,0.0,0.0,37.0
flat,capital residences 360,sector 70a,1.1,7586.0,2.0,2.0,3+,8.0,New Property,1279.029364935498,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,aipl zen residences,sector 70a,1.34,10276.0,2.0,2.0,3+,17.0,New Property,1148.0505035201195,0.0,0.0,0.0,0.0,0.0,1.0,110.0
flat,eldeco accolade,sohna road,0.95,6177.0,2.0,2.0,3+,8.0,Under Construction,1050.0,1.0,0.0,0.0,0.0,1.0,0.0,72.0
house,vipul tatvam villa,sector 48,19.5,22222.0,5.0,6.0,3,2.0,Moderately Old,8775.0,1.0,1.0,1.0,1.0,0.0,1.0,110.0
flat,experion windchants,sector 112,5.6,11530.0,4.0,6.0,3+,15.0,Moderately Old,3662.34,0.0,1.0,0.0,0.0,0.0,1.0,157.0
flat,tarc maceo,sector 91,0.96,5411.0,2.0,2.0,3+,8.0,Moderately Old,1237.7620524347624,0.0,0.0,0.0,0.0,0.0,0.0,85.0
flat,dlf the ultima,sector 81,2.34,11185.0,3.0,4.0,3+,14.0,Relatively New,1760.0,0.0,1.0,0.0,0.0,0.0,2.0,174.0
flat,bhawna cghs,sector 43,3.25,10156.0,4.0,4.0,3+,12.0,Moderately Old,3023.11,0.0,0.0,0.0,1.0,0.0,1.0,119.0
flat,emaar mgf palm hills,sector 77,1.25,8621.0,3.0,4.0,3,3.0,Relatively New,1321.16,1.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,smart world orchard,sector 61,1.47,12250.0,2.0,2.0,2,2.0,Under Construction,1386.425884180496,1.0,0.0,0.0,0.0,0.0,0.0,76.0
house,independent,sector 36,0.75,6938.0,3.0,1.0,0,1.0,New Property,1081.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 28,10.5,32407.0,5.0,6.0,3+,3.0,New Property,3240.0,1.0,1.0,0.0,1.0,0.0,1.0,153.0
flat,bestech park view residency,sector 2,0.98,6262.0,2.0,2.0,3,14.0,Moderately Old,1382.1976461873373,1.0,0.0,0.0,0.0,0.0,0.0,92.0
flat,tulip violet,sector 69,1.66,10134.0,3.0,3.0,2,0.0,Relatively New,1447.6870768950266,0.0,0.0,0.0,0.0,0.0,0.0,157.0
flat,smriti apartment,sector 56,0.52,10656.0,1.0,1.0,1,1.0,Old Property,449.1975374750511,0.0,0.0,0.0,0.0,0.0,0.0,34.0
flat,eldeco accolade,sohna road,0.66,5181.0,2.0,2.0,3,12.0,Relatively New,1012.89,0.0,0.0,0.0,1.0,0.0,0.0,49.0
house,independent,sector 12,0.7,4118.0,4.0,4.0,1,2.0,Moderately Old,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,ansals palam vihar,sector 2,9.0,19231.0,5.0,5.0,2,2.0,Old Property,4680.0,1.0,1.0,1.0,1.0,0.0,2.0,110.0
flat,ss the leaf,sector 85,1.2,10453.0,2.0,2.0,3+,2.0,Relatively New,1391.8,0.0,0.0,1.0,0.0,0.0,0.0,156.0
flat,avl 36 gurgaon,sector 36,0.36,9000.0,1.0,1.0,1,7.0,Relatively New,463.04,0.0,0.0,0.0,0.0,0.0,0.0,95.0
house,independent,sector 5,3.5,15556.0,6.0,5.0,2,3.0,Old Property,2250.0,1.0,1.0,0.0,1.0,1.0,2.0,155.0
flat,bestech park view spa next,sector 67,2.35,12145.0,3.0,4.0,3+,14.0,Moderately Old,1714.130377171516,0.0,1.0,0.0,0.0,0.0,1.0,156.0
flat,capital residences 360,sector 70a,1.51,7642.0,3.0,3.0,3,7.0,Relatively New,1750.9121122265199,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,vatika gurgaon,sector 83,0.85,8947.0,2.0,2.0,2,18.0,Moderately Old,1100.0,0.0,0.0,0.0,1.0,0.0,1.0,119.0
flat,godrej air,sector 85,1.05,10606.0,2.0,2.0,1,15.0,Under Construction,97.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
flat,spaze privy,sector 72,1.9,9620.0,3.0,3.0,3,10.0,Moderately Old,1750.0149967373734,0.0,1.0,0.0,0.0,0.0,1.0,31.0
house,nul,sector 25,6.25,34722.0,5.0,5.0,3,2.0,Moderately Old,1800.0,0.0,1.0,0.0,1.0,0.0,1.0,112.0
flat,m3m soulitude,sector 89,1.32,16923.0,3.0,3.0,3,1.0,Under Construction,963.9051201888568,0.0,0.0,0.0,0.0,0.0,0.0,45.0
flat,paras dews,sector 106,0.88,6354.0,2.0,2.0,3+,1.0,Relatively New,940.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,bptp park generations,sector 37d,1.5,9868.0,3.0,2.0,3+,17.0,Relatively New,1341.8274491757481,0.0,0.0,0.0,0.0,0.0,0.0,42.0
flat,ats kocoon,sector 109,1.75,10029.0,3.0,3.0,3,10.0,Relatively New,1550.0,0.0,0.0,0.0,1.0,0.0,1.0,49.0
flat,imperia the esfera,sector 37,0.9,6272.0,3.0,3.0,3,9.0,Relatively New,1435.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
flat,m3m merlin,sector 67,3.0,14656.0,3.0,3.0,3+,4.0,Relatively New,2047.0,0.0,0.0,1.0,0.0,0.0,1.0,174.0
flat,gls arawali homes,sohna road,0.28,4308.0,2.0,2.0,2,12.0,New Property,561.3369736183547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature global park,sohna road,0.56,6813.0,2.0,2.0,3,3.0,New Property,1006.1571965880207,0.0,0.0,0.0,0.0,0.0,0.0,111.0
house,independent,sector 12,3.71,19818.0,3.0,3.0,1,4.0,Moderately Old,1872.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
flat,la vida by tata housing,sector 113,2.85,12855.0,3.0,3.0,3+,10.0,New Property,2217.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0
flat,corona optus,sector 37,1.25,8929.0,3.0,3.0,3,2.0,Relatively New,1561.17,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,ats triumph,sector 104,2.0,8734.0,3.0,4.0,3+,4.0,Relatively New,2032.6063758184987,0.0,1.0,0.0,0.0,0.0,0.0,60.0
flat,signature global solera,sector 107,0.35,6494.0,2.0,2.0,2,8.0,Relatively New,729.5066963553999,0.0,0.0,0.0,0.0,0.0,0.0,45.0
flat,ats kocoon,sector 109,2.15,10263.0,3.0,4.0,3,9.0,Relatively New,1857.6688554349448,0.0,1.0,0.0,0.0,0.0,0.0,97.0
flat,emaar mgf palm hills,sector 77,1.64,8410.0,4.0,3.0,3,9.0,Relatively New,1727.5871095087127,0.0,1.0,0.0,0.0,0.0,0.0,102.0
house,independent,sector 4,0.85,7522.0,3.0,3.0,0,1.0,Moderately Old,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,malibu towne,sector 47,2.4,10000.0,3.0,3.0,0,0.0,Moderately Old,2593.628067013751,0.0,0.0,0.0,0.0,0.0,1.0,22.0
house,independent,sector 13,4.5,9091.0,4.0,5.0,2,2.0,Old Property,4950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2.0,2.0,2,6.0,Relatively New,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
flat,emaar gurgaon greens,sector 102,1.38,13490.0,3.0,3.0,3,6.0,Relatively New,1333.2,0.0,1.0,0.0,0.0,0.0,1.0,128.0
house,dlf city plots phase 2,sector 25,15.5,34307.0,5.0,6.0,3+,3.0,Moderately Old,4518.0,1.0,1.0,1.0,1.0,0.0,0.0,144.0
flat,chd avenue,sector 71,1.35,5745.0,4.0,4.0,3,8.0,Moderately Old,2086.4333051672843,0.0,1.0,0.0,0.0,0.0,0.0,26.0
flat,emaar mgf emerald floors premier,sector 65,3.0,15190.0,4.0,4.0,3+,2.0,Relatively New,1975.0,0.0,1.0,0.0,0.0,0.0,0.0,87.0
flat,breez global hill view,sohna road,0.32,5776.0,2.0,2.0,2,19.0,Relatively New,736.5487090885938,0.0,0.0,0.0,0.0,0.0,1.0,21.0
flat,m3m woodshire,sector 107,0.75,5490.0,2.0,2.0,3+,14.0,Relatively New,1219.6,0.0,0.0,0.0,1.0,0.0,0.0,174.0
flat,signature global solera,sector 107,0.36,6569.0,2.0,2.0,1,9.0,Relatively New,469.831193725419,0.0,0.0,0.0,0.0,0.0,0.0,28.0
flat,m3m soulitude,sector 89,1.0,9066.0,2.0,2.0,2,2.0,New Property,1288.843707734808,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,breez global hill view,sohna road,0.35,5319.0,2.0,2.0,2,18.0,New Property,658.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
flat,vipul world floors,sector 48,4.3,13871.0,4.0,5.0,3+,4.0,New Property,3297.82934033315,1.0,1.0,0.0,1.0,0.0,0.0,88.0
flat,ireo the corridors,sector 67a,1.7,9844.0,3.0,3.0,2,10.0,New Property,1364.93,0.0,1.0,0.0,0.0,1.0,1.0,44.0
flat,tulip violet,sector 69,1.36,8843.0,3.0,3.0,1,12.0,Relatively New,1357.9755279803837,0.0,0.0,0.0,1.0,0.0,0.0,86.0
house,ansal sushant lok 2,sector 56,3.4,22222.0,6.0,6.0,3+,2.0,Moderately Old,1530.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0
house,independent,sector 67,3.0,11905.0,4.0,4.0,0,3.0,Moderately Old,2714.3482852970765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 43,14.0,39886.0,9.0,9.0,3+,4.0,Moderately Old,3510.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0
flat,sobha city,sector 108,3.95,16859.0,3.0,5.0,2,15.0,New Property,2343.0,0.0,1.0,0.0,0.0,0.0,0.0,118.0
house,dlf the grove,sector 54,5.7,23457.0,4.0,4.0,0,1.0,Moderately Old,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
flat,dlf new town heights,sector 90,1.65,5684.0,4.0,4.0,3+,7.0,Moderately Old,2424.645844575488,0.0,0.0,0.0,0.0,0.0,0.0,117.0
flat,ansals duplex flat,sector 2,0.95,7308.0,2.0,3.0,2,1.0,Old Property,1487.0260660832673,1.0,0.0,0.0,0.0,0.0,1.0,20.0
flat,dlf new town heights,sector 90,1.25,6477.0,3.0,3.0,3+,6.0,Relatively New,1929.0,0.0,1.0,0.0,1.0,0.0,0.0,136.0
flat,indiabulls enigma,sector 110,3.79,9896.0,5.0,5.0,3,4.0,Relatively New,3414.1642291039993,0.0,1.0,0.0,0.0,1.0,0.0,125.0
house,my home,sector 110,0.34,12593.0,2.0,2.0,2,3.0,Moderately Old,270.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
house,independent,sector 24,3.5,32407.0,2.0,4.0,3,3.0,Old Property,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449.0,3.0,3.0,3,10.0,Relatively New,1476.83,1.0,1.0,0.0,1.0,1.0,0.0,49.0
house,bptp pedestal,sector 70a,0.9,7582.0,2.0,2.0,3+,3.0,New Property,1373.3478605331359,0.0,1.0,0.0,0.0,1.0,0.0,153.0
flat,smart world orchard,sector 61,1.58,13739.0,2.0,2.0,2,3.0,New Property,1336.1257932291105,1.0,0.0,0.0,0.0,0.0,0.0,15.0
flat,gls avenue 51,sector 92,0.5,7812.0,3.0,3.0,1,0.0,Relatively New,552.3658187268904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 48,5.5,23504.0,4.0,4.0,2,2.0,Relatively New,2340.0,0.0,1.0,0.0,0.0,0.0,1.0,22.0
flat,lotus homz,sector 111,0.36,8889.0,1.0,1.0,1,10.0,Relatively New,586.6544380534647,0.0,0.0,0.0,0.0,0.0,0.0,44.0
flat,tulip violet,sector 69,2.0,9583.0,4.0,4.0,2,0.0,Relatively New,1850.4919315217735,0.0,0.0,0.0,0.0,0.0,0.0,157.0
house,ireo victory valley,sector 67,8.0,22222.0,6.0,7.0,3+,3.0,Moderately Old,3600.0,1.0,1.0,1.0,1.0,0.0,1.0,151.0
flat,malibu towers,sector 47,2.45,10699.0,3.0,4.0,2,1.0,Old Property,2482.9678669207024,1.0,0.0,0.0,0.0,0.0,1.0,42.0
flat,tulip violet,sector 69,2.05,9951.0,4.0,4.0,2,0.0,Relatively New,1850.4919315217735,0.0,0.0,0.0,0.0,0.0,0.0,157.0
flat,ats triumph,sector 104,4.45,6846.0,4.0,5.0,3+,27.0,Relatively New,6718.235525027372,0.0,0.0,0.0,0.0,0.0,0.0,110.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.42,10380.0,2.0,2.0,3,14.0,Relatively New,1368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,la vida by tata housing,sector 113,2.4,10825.0,3.0,4.0,3+,5.0,Relatively New,1940.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
house,independent,sector 21,0.6,6173.0,3.0,3.0,2,3.0,Old Property,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 26,17.0,37627.0,5.0,5.0,3+,2.0,Relatively New,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,124.0
flat,sobha city,sector 108,2.5,14611.0,3.0,3.0,2,19.0,New Property,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0
flat,ardee city,sector 52,1.5,9146.0,4.0,4.0,3,3.0,Old Property,1449.4813078733196,0.0,0.0,0.0,0.0,0.0,0.0,65.0
flat,umang monsoon breeze,sector 78,1.15,5285.0,3.0,3.0,3,9.0,Moderately Old,1930.3352100558056,0.0,1.0,0.0,0.0,1.0,0.0,22.0
flat,signature global solera,sector 107,0.28,5833.0,2.0,2.0,2,0.0,Relatively New,671.1585908517925,0.0,0.0,0.0,0.0,0.0,0.0,45.0
flat,signature global park 4,sector 36,0.85,11333.0,3.0,2.0,3,1.0,New Property,933.7250656180255,0.0,0.0,0.0,0.0,0.0,0.0,33.0
flat,dlf the ultima,sector 81,3.45,12357.0,4.0,4.0,3+,25.0,Moderately Old,2482.958351370006,0.0,1.0,0.0,0.0,0.0,0.0,67.0
flat,tata primanti,sector 72,4.25,13077.0,4.0,4.0,3+,0.0,Relatively New,2893.8372453990705,0.0,1.0,0.0,0.0,0.0,1.0,174.0
flat,smart world gems,sector 89,1.2,8433.0,3.0,3.0,2,2.0,New Property,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
flat,signature global grand iva,sector 103,0.5,6250.0,2.0,2.0,2,10.0,Relatively New,741.88,0.0,0.0,0.0,0.0,0.0,0.0,8.0
flat,godrej oasis,sector 88a,1.45,8367.0,2.0,2.0,3+,9.0,Relatively New,205.46,1.0,0.0,0.0,0.0,0.0,2.0,85.0
flat,emaar mgf the palm drive,sector 66,2.8,14359.0,3.0,3.0,2,12.0,New Property,1950.0,1.0,1.0,0.0,1.0,0.0,2.0,69.0
house,independent,sector 23,2.8,17983.0,5.0,5.0,3+,2.0,Old Property,1557.0,0.0,0.0,0.0,1.0,0.0,1.0,74.0
house,international city by sobha phase 1,sector 109,6.75,10838.0,4.0,4.0,3+,2.0,New Property,6228.0,0.0,1.0,0.0,1.0,0.0,0.0,130.0
house,independent,sector 7,1.15,8519.0,5.0,3.0,2,2.0,Old Property,1350.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0
