property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,ramprasta awho,sector 95,0.92,5257.0,3.0,3.0,3+,13.0,New Property,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,afnhb jalvayu vihar,sector 30,1.3,10000.0,3.0,3.0,2,2.0,Old Property,1405.46,0.0,0.0,0.0,0.0,0.0,0.0,19.0
flat,apna enclave,sector 3,0.5,7692.0,2.0,2.0,1,1.0,Old Property,833.1248837152542,0.0,0.0,0.0,0.0,0.0,1.0,37.0
house,independent,sector 25,4.35,32222.0,5.0,4.0,3,3.0,Old Property,1350.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,m3m golfestate,sector 65,5.3,24212.0,3.0,3.0,3,38.0,Moderately Old,2458.18,0.0,1.0,0.0,0.0,0.0,2.0,49.0
house,independent,sector 7,0.27,12000.0,2.0,2.0,1,2.0,Moderately Old,225.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
flat,pyramid urban homes 2,sector 86,0.41,8283.0,2.0,2.0,1,7.0,New Property,683.230612680125,1.0,1.0,0.0,1.0,1.0,0.0,49.0
flat,dlf the ultima,sector 81,2.5,11726.0,3.0,3.0,2,4.0,Relatively New,2130.0,0.0,1.0,0.0,0.0,0.0,2.0,82.0
flat,tulip violet,sector 69,1.55,9823.0,3.0,3.0,2,9.0,Relatively New,1393.860147546241,0.0,0.0,0.0,1.0,0.0,1.0,165.0
flat,baani city center,sector 63,0.88,10945.0,1.0,1.0,2,4.0,New Property,804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,godrej,sector 79,1.33,8531.0,2.0,2.0,3,6.0,Relatively New,1376.8149532524587,1.0,0.0,0.0,0.0,0.0,0.0,158.0
flat,godrej,sector 79,1.34,8524.0,2.0,2.0,3,2.0,Relatively New,1388.4774546113624,1.0,0.0,0.0,0.0,0.0,0.0,158.0
house,independent,sector 43,8.25,30556.0,5.0,6.0,3+,3.0,Moderately Old,2700.0,1.0,1.0,1.0,1.0,0.0,1.0,64.0
flat,shri banke bihari society,sector 56,1.35,9643.0,3.0,3.0,3+,4.0,Old Property,1450.0,0.0,0.0,0.0,0.0,1.0,1.0,174.0
flat,dlf the primus,sector 82a,2.95,11452.0,4.0,5.0,3+,10.0,Relatively New,2089.3,0.0,1.0,0.0,0.0,0.0,2.0,174.0
flat,unitech uniworld gardens,sector 47,2.4,11505.0,3.0,4.0,3+,10.0,Moderately Old,1894.66,0.0,1.0,0.0,0.0,0.0,0.0,103.0
flat,vatika gurgaon,sector 83,1.08,6225.0,3.0,3.0,2,11.0,Relatively New,1534.7072793422303,0.0,0.0,0.0,0.0,1.0,0.0,19.0
flat,mapsko casa bella,sector 82,3.0,6134.0,4.0,6.0,3+,25.0,Relatively New,4365.106647599214,0.0,1.0,0.0,1.0,0.0,1.0,119.0
flat,ss the leaf,sector 85,2.0,8306.0,3.0,4.0,3,6.0,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,paras dews,sector 106,1.15,6534.0,3.0,4.0,3+,12.0,Relatively New,1186.0,1.0,1.0,0.0,0.0,0.0,1.0,174.0
house,international city by sobha phase 1,sector 109,5.7,10556.0,4.0,5.0,3+,3.0,Relatively New,5400.0,1.0,1.0,1.0,1.0,0.0,0.0,160.0
flat,godrej frontier,sector 80,1.6,6999.0,3.0,3.0,3,5.0,Moderately Old,2007.4871421223986,0.0,1.0,0.0,0.0,0.0,0.0,53.0
flat,supertech araville,sector 79,1.45,7455.0,3.0,3.0,3,3.0,Relatively New,2135.8972393561417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,unitech aspen greens,sector 50,6.95,32176.0,3.0,3.0,1,2.0,Moderately Old,2160.0,0.0,1.0,0.0,0.0,0.0,0.0,160.0
flat,la vida by tata housing,sector 113,1.55,11654.0,2.0,2.0,3,2.0,New Property,1276.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
house,independent,sector 2,6.0,24691.0,5.0,6.0,3+,3.0,Old Property,2430.0,1.0,0.0,0.0,1.0,1.0,1.0,43.0
house,dlf city plots,sector 26,12.5,38580.0,4.0,5.0,2,2.0,Moderately Old,3240.0,1.0,1.0,0.0,0.0,0.0,1.0,121.0
flat,pareena laxmi apartments,sector 99,0.3,5425.0,2.0,1.0,2,5.0,New Property,563.18,0.0,0.0,0.0,0.0,0.0,0.0,66.0
flat,ireo the corridors,sector 67a,1.3,10031.0,2.0,2.0,2,1.0,New Property,1296.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
flat,signature global park 4,sector 36,0.82,7586.0,3.0,2.0,3,2.0,New Property,1266.7116677161982,0.0,0.0,0.0,0.0,0.0,0.0,24.0
flat,sare crescent parc,sector 92,0.9,4278.0,4.0,5.0,3+,14.0,Relatively New,1655.8178703769984,0.0,1.0,0.0,0.0,1.0,0.0,62.0
house,independent,sector 50,10.45,38704.0,4.0,5.0,2,3.0,Moderately Old,4000.0,1.0,1.0,0.0,1.0,0.0,1.0,142.0
flat,tata gurgaon gateway,sector 113,6.0,9139.0,5.0,6.0,3+,24.0,Moderately Old,6783.625643264174,0.0,0.0,0.0,0.0,0.0,0.0,117.0
flat,dlf new town heights,sector 90,1.9,5684.0,4.0,4.0,3+,7.0,Relatively New,2424.645844575488,0.0,1.0,0.0,1.0,0.0,0.0,88.0
flat,railway officers rpf society,sector 9,1.25,6921.0,4.0,3.0,3,1.0,Old Property,1996.0629865112899,0.0,1.0,0.0,0.0,0.0,0.0,40.0
house,independent,sector 9,1.25,8735.0,3.0,6.0,3+,3.0,Old Property,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,krisumi waterfall residences,sector 36,2.3,15551.0,2.0,2.0,2,23.0,New Property,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0
flat,godrej nature plus serenity,sector 33,1.39,11583.0,3.0,2.0,3+,23.0,Under Construction,1386.425884180496,0.0,0.0,0.0,0.0,0.0,0.0,105.0
flat,dlf the icon,sector 43,6.0,26087.0,4.0,4.0,3+,18.0,Old Property,2493.0278851109797,0.0,1.0,0.0,0.0,0.0,1.0,150.0
flat,corona optus,sector 37,1.44,7236.0,3.0,3.0,3+,2.0,Relatively New,1776.15,1.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,ss the leaf,sector 85,1.75,7267.0,3.0,4.0,3,8.0,Relatively New,2138.466003537777,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,signature global synera,sector 81,0.48,8027.0,2.0,2.0,1,14.0,Relatively New,597.45,0.0,0.0,0.0,0.0,0.0,1.0,14.0
house,independent,sector 25,13.0,45710.0,6.0,8.0,3+,2.0,Relatively New,2844.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0
flat,godrej,sector 79,1.28,8505.0,3.0,3.0,3,7.0,Relatively New,1328.3707168385517,0.0,0.0,0.0,0.0,0.0,0.0,158.0
flat,ild greens,sector 37,0.95,9223.0,2.0,2.0,3+,11.0,Relatively New,1197.88,0.0,0.0,1.0,1.0,0.0,1.0,119.0
house,independent,sector 82,7.5,23148.0,5.0,5.0,3+,2.0,Relatively New,3240.0,0.0,1.0,0.0,1.0,0.0,1.0,135.0
house,independent,sector 39,1.6,17937.0,1.0,1.0,2,2.0,Old Property,892.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
flat,bestech park view spa next,sector 67,2.7,11489.0,4.0,4.0,3+,9.0,Moderately Old,2086.4333051672843,0.0,1.0,0.0,1.0,0.0,1.0,149.0
flat,sare crescent parc royal greens phase 1,sector 92,1.0,3713.0,4.0,4.0,3,15.0,New Property,1790.3851937489626,0.0,0.0,0.0,0.0,0.0,0.0,31.0
flat,vatika gurgaon,sector 83,1.42,8875.0,4.0,4.0,3,7.0,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,103.0
flat,milan cghs 9,sector 39,2.0,8333.0,3.0,3.0,3+,0.0,Old Property,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,conscient heritage max,sector 102,2.5,11633.0,3.0,4.0,3+,25.0,New Property,1906.113091848852,1.0,1.0,0.0,0.0,0.0,1.0,56.0
flat,signature global solera,sector 107,0.28,5680.0,2.0,2.0,2,11.0,Relatively New,671.1585908517925,0.0,0.0,0.0,0.0,0.0,0.0,29.0
flat,tulip violet,sector 69,1.76,8756.0,4.0,4.0,2,6.0,Relatively New,1781.4140388574983,0.0,0.0,0.0,0.0,0.0,0.0,108.0
flat,emaar palm gardens,sector 83,1.8,9474.0,3.0,3.0,3+,9.0,Relatively New,1682.7313350513912,0.0,0.0,0.0,0.0,0.0,0.0,55.0
flat,emaar mgf emerald floors premier,sector 65,2.65,16061.0,3.0,3.0,3,5.0,Relatively New,1650.0,1.0,1.0,0.0,0.0,0.0,0.0,37.0
flat,umang monsoon breeze,sector 78,0.69,5391.0,2.0,2.0,2,11.0,Moderately Old,1466.906029702713,0.0,0.0,0.0,0.0,0.0,0.0,60.0
flat,ats triumph,sector 104,2.5,7937.0,4.0,4.0,3+,14.0,New Property,2804.1256964844274,0.0,1.0,0.0,0.0,0.0,0.0,21.0
flat,m3m capital,sector 113,2.0,12012.0,3.0,3.0,2,24.0,Under Construction,1471.9091951019802,0.0,0.0,0.0,0.0,0.0,0.0,47.0
flat,ramprastha primera,sector 37d,1.1,6111.0,3.0,3.0,3,6.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0
flat,m3m soulitude,sector 89,1.42,9979.0,3.0,3.0,2,3.0,New Property,1610.7642898236759,0.0,0.0,0.0,0.0,0.0,0.0,15.0
flat,godrej,sector 79,1.41,8998.0,2.0,2.0,3,3.0,New Property,1760.658560858805,1.0,0.0,0.0,0.0,0.0,0.0,104.0
flat,smart world gems,sector 89,1.16,10498.0,3.0,2.0,3,1.0,New Property,967.7302902016871,1.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3.0,3.0,3+,15.0,New Property,1700.0,0.0,0.0,0.0,1.0,0.0,0.0,174.0
house,independent,sector 45,10.0,30864.0,6.0,6.0,3+,4.0,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,1.0,70.0
flat,indiabulls centrum park,sector 103,1.2,8433.0,2.0,2.0,3,3.0,Moderately Old,1254.8072467285444,0.0,0.0,0.0,0.0,0.0,0.0,26.0
house,unitech uniworld resorts,sector 33,9.55,19293.0,6.0,7.0,3+,2.0,Relatively New,4950.0,1.0,1.0,1.0,1.0,0.0,1.0,126.0
flat,pyramid urban homes 2,sector 86,0.43,8583.0,2.0,2.0,1,6.0,New Property,683.230612680125,1.0,0.0,0.0,0.0,0.0,0.0,92.0
flat,bptp terra,sector 37d,1.75,7987.0,4.0,4.0,3,7.0,Relatively New,2100.0,0.0,0.0,0.0,0.0,1.0,1.0,120.0
house,independent,sector 4,3.3,14667.0,3.0,3.0,2,1.0,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
flat,ats kocoon,sector 109,1.7,12879.0,3.0,3.0,3,22.0,Relatively New,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
flat,sbtl caladium,sector 109,1.63,6405.0,3.0,3.0,2,8.0,Relatively New,2261.370825550838,0.0,1.0,0.0,0.0,0.0,0.0,159.0
flat,experion windchants,sector 112,3.65,11428.0,3.0,5.0,2,3.0,Relatively New,2800.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0
house,independent,sector 7,2.25,16892.0,5.0,3.0,0,2.0,Old Property,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,vatika lifestyle homes,sector 83,1.1,6268.0,3.0,3.0,2,8.0,Relatively New,1552.6495891251589,1.0,0.0,1.0,1.0,0.0,1.0,174.0
flat,tarc maceo,sector 91,1.8,7759.0,3.0,3.0,3+,0.0,Relatively New,2513.1479214915344,0.0,0.0,0.0,1.0,0.0,2.0,45.0
flat,smart world orchard,sector 61,1.6,13913.0,2.0,2.0,2,3.0,Under Construction,1336.1257932291105,1.0,0.0,0.0,0.0,0.0,0.0,37.0
house,independent,sector 12,1.7,9444.0,3.0,3.0,0,1.0,Old Property,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,bhagwati sadan,sector 12,1.15,5500.0,3.0,4.0,2,2.0,Old Property,2000.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
house,independent,sector 23,5.1,16569.0,3.0,2.0,0,1.0,Old Property,3078.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0
flat,ss the leaf,sector 85,1.22,13319.0,2.0,2.0,3,16.0,Relatively New,1300.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0
house,independent,sector 5,0.75,6410.0,2.0,2.0,0,1.0,Relatively New,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,raheja vedaanta,sector 108,1.0,4854.0,2.0,2.0,2,0.0,Relatively New,2060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,signature global synera,sector 81,0.48,8451.0,2.0,2.0,1,7.0,Relatively New,659.12,0.0,0.0,0.0,0.0,0.0,1.0,70.0
flat,supertech hilltown,sector 2,0.8,5556.0,3.0,2.0,3,8.0,Moderately Old,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,eldeco mansionz,sector 48,5.0,21368.0,7.0,7.0,3,2.0,Moderately Old,2340.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0
house,independent,sector 7,3.0,11494.0,7.0,7.0,0,3.0,Old Property,2610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,dlf regal gardens,sector 90,1.75,7901.0,4.0,4.0,3+,3.0,Relatively New,1965.3227141325162,0.0,0.0,0.0,0.0,1.0,0.0,6.0
flat,m3m woodshire,sector 107,0.8,5857.0,2.0,2.0,3+,7.0,Relatively New,1203.671663847198,0.0,0.0,0.0,0.0,0.0,1.0,165.0
house,independent,sector 43,3.35,26973.0,1.0,1.0,0,1.0,Old Property,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2.0,2.0,0,1.0,New Property,722.4646836222058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
house,independent,sector 24,1.45,2984.0,3.0,3.0,1,2.0,Old Property,540.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
flat,tulip yellow,sector 69,1.8,10563.0,3.0,3.0,3,14.0,Under Construction,1893.4508009704632,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,bestech park view grand spa,sector 81,4.0,9524.0,4.0,5.0,3+,15.0,Relatively New,3746.096960088178,0.0,1.0,0.0,0.0,0.0,1.0,127.0
house,independent,sector 4,2.3,17012.0,4.0,4.0,3,2.0,Old Property,160.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
flat,dlf the grove,sector 43,6.0,25000.0,4.0,4.0,2,1.0,Under Construction,2593.628067013751,0.0,1.0,0.0,0.0,0.0,1.0,49.0
flat,ss the leaf,sector 85,1.91,5026.0,4.0,6.0,3,6.0,Relatively New,3890.0,0.0,1.0,0.0,0.0,0.0,0.0,174.0
flat,ss the leaf,sector 85,1.2,7317.0,2.0,2.0,3,12.0,Relatively New,1449.4813078733196,0.0,0.0,0.0,0.0,0.0,1.0,157.0
flat,emaar mgf emerald estate,sector 65,1.75,12545.0,3.0,3.0,3,10.0,Relatively New,1111.38,0.0,1.0,0.0,0.0,0.0,1.0,124.0
flat,green court,sector 90,0.47,6812.0,2.0,2.0,1,0.0,New Property,873.3649564763627,0.0,0.0,0.0,0.0,0.0,0.0,49.0
flat,experion windchants,sector 112,3.29,11742.0,3.0,3.0,3+,2.0,Relatively New,2225.56,0.0,1.0,0.0,0.0,0.0,1.0,152.0
flat,maa bhagwati residency,sector 7,0.45,5000.0,2.0,2.0,1,4.0,Relatively New,1084.6253384721822,0.0,0.0,0.0,0.0,0.0,0.0,28.0
flat,apex our homes,sector 37,0.35,3784.0,2.0,2.0,1,7.0,Relatively New,850.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0
flat,dlf city plots phase 3,sector 24,6.5,18571.0,4.0,5.0,3+,3.0,New Property,3700.230067944235,0.0,1.0,0.0,0.0,0.0,2.0,42.0
flat,ss the leaf,sector 85,1.07,6524.0,2.0,2.0,3,21.0,Relatively New,1449.4813078733196,0.0,0.0,0.0,1.0,0.0,0.0,67.0
flat,trisara our homes 3,sohna road,0.21,4339.0,1.0,1.0,0,2.0,Relatively New,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,experion the heartsong,sector 108,1.3,8344.0,3.0,3.0,3+,7.0,Relatively New,1650.96,1.0,0.0,0.0,0.0,0.0,0.0,150.0
flat,vatika the seven lamps,sector 82,1.37,8754.0,3.0,3.0,3,11.0,Relatively New,2000.0,1.0,1.0,0.0,1.0,0.0,1.0,145.0
house,vatika india next,sector 82,6.5,20062.0,4.0,3.0,0,2.0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,gls avenue 51,sector 92,0.42,7107.0,2.0,2.0,1,4.0,Relatively New,773.7707763926192,1.0,0.0,0.0,1.0,0.0,1.0,42.0
flat,dlf regal gardens,sector 90,1.3,7151.0,3.0,3.0,3+,7.0,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0
flat,ansal api esencia,sector 67,1.0,6435.0,3.0,3.0,3+,2.0,Moderately Old,1372.3293758067266,0.0,0.0,0.0,0.0,0.0,0.0,9.0
flat,signature global city 63a,sector 63a,1.55,14776.0,2.0,2.0,2,2.0,Under Construction,1235.5256113263392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,emaar imperial gardens,sector 102,1.7,8395.0,3.0,4.0,3+,8.0,Relatively New,1750.0,0.0,1.0,0.0,1.0,0.0,1.0,174.0
flat,ss the leaf,sector 85,2.03,7229.0,4.0,4.0,3+,3.0,Relatively New,2225.0,0.0,0.0,0.0,0.0,1.0,0.0,49.0
flat,orris carnation residency,sector 85,1.1,6687.0,3.0,4.0,3,6.0,Moderately Old,1470.5,0.0,1.0,0.0,0.0,0.0,2.0,65.0
flat,pareena laxmi apartments,sector 99,0.32,5787.0,2.0,2.0,2,11.0,New Property,554.88,0.0,0.0,0.0,0.0,0.0,0.0,66.0
flat,ambience creacions,sector 22,1.99,14420.0,2.0,2.0,2,9.0,New Property,1285.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0
flat,afnhb jalvayu vihar,sector 30,1.45,11154.0,3.0,2.0,2,2.0,Old Property,1300.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3.0,3.0,3,4.0,Relatively New,1458.4524627647838,0.0,1.0,0.0,0.0,0.0,1.0,83.0
flat,ss the leaf,sector 85,2.0,6579.0,4.0,5.0,3+,1.0,Relatively New,2500.9006611529344,0.0,1.0,1.0,0.0,0.0,0.0,106.0
flat,satya the hermitage,sector 103,1.12,5625.0,3.0,4.0,3+,9.0,New Property,1726.3,0.0,1.0,0.0,0.0,0.0,0.0,49.0
house,independent,sector 43,5.5,19298.0,8.0,7.0,3+,3.0,Moderately Old,2850.0,1.0,1.0,0.0,1.0,1.0,1.0,123.0
house,dlf city plots phase 2,sector 25,7.5,31686.0,9.0,9.0,3+,4.0,Relatively New,2300.5,1.0,1.0,0.0,1.0,0.0,1.0,160.0
flat,adani aangan arcade,sector 88a,0.45,7200.0,2.0,2.0,1,3.0,New Property,807.9748382395613,0.0,0.0,0.0,0.0,0.0,0.0,14.0
house,uppal southend,sector 49,3.75,25562.0,2.0,6.0,3+,3.0,Moderately Old,1467.0,1.0,0.0,0.0,0.0,0.0,1.0,26.0
flat,vipul belmonte,sector 53,6.0,24490.0,3.0,4.0,3+,6.0,Moderately Old,2176.1448540819274,0.0,1.0,0.0,0.0,1.0,1.0,26.0
flat,signature global solera,sector 107,0.28,5726.0,2.0,2.0,2,10.0,Relatively New,671.1585908517925,0.0,0.0,0.0,0.0,0.0,0.0,38.0
flat,emaar gurgaon greens,sector 102,1.5,9091.0,3.0,3.0,3,7.0,Relatively New,1333.2,0.0,0.0,0.0,1.0,0.0,1.0,174.0
flat,raheja revanta,sector 78,0.99,6100.0,2.0,2.0,3,14.0,Under Construction,1432.4361135795375,0.0,0.0,0.0,0.0,1.0,0.0,39.0
house,independent,sector 26,15.0,33201.0,5.0,6.0,3+,3.0,Moderately Old,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,78.0
flat,suposhaa smartworld orchard,sector 61,2.25,14526.0,3.0,3.0,2,3.0,Under Construction,1737.5205190211677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,ramsons kshitij,sector 95,0.3,3158.0,2.0,2.0,1,11.0,New Property,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,chd avenue,sector 71,0.82,7081.0,2.0,2.0,2,6.0,Moderately Old,1054.7504926488907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,satya element one,sector 49,0.87,19333.0,1.0,1.0,1,2.0,Relatively New,631.9245199097118,0.0,0.0,0.0,0.0,0.0,0.0,22.0
house,unitech uniworld resorts,sector 33,9.5,23336.0,5.0,7.0,3+,2.0,Under Construction,4071.0,1.0,1.0,1.0,1.0,0.0,0.0,57.0
flat,rof ananda,sector 95,0.2,5464.0,1.0,1.0,1,10.0,Relatively New,547.5010876913409,0.0,0.0,0.0,0.0,0.0,0.0,82.0
flat,experion windchants,sector 112,5.2,10726.0,4.0,6.0,3+,15.0,Relatively New,3655.35,0.0,1.0,0.0,1.0,0.0,1.0,174.0
flat,eldeco accolade,sohna road,0.72,5737.0,2.0,2.0,3,8.0,Relatively New,1450.8100005982697,0.0,0.0,0.0,0.0,0.0,0.0,153.0
flat,signature andour heights,sector 71,0.59,8429.0,2.0,2.0,1,6.0,Moderately Old,639.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0
flat,bestech park view residency,sector 2,0.56,8629.0,1.0,2.0,2,7.0,Moderately Old,834.1308855342819,0.0,0.0,0.0,0.0,0.0,0.0,92.0
flat,the lions cghs,sector 56,2.0,8333.0,4.0,4.0,3,8.0,Relatively New,2211.56,0.0,0.0,0.0,0.0,1.0,1.0,49.0
flat,kashish manor one,sector 111,1.65,7097.0,3.0,4.0,3+,14.0,Under Construction,2064.0054179386234,0.0,1.0,0.0,0.0,1.0,0.0,8.0
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4707.0,2.0,2.0,1,0.0,Relatively New,1034.3252475207967,0.0,0.0,0.0,0.0,0.0,0.0,46.0
house,vipul world,sector 48,3.35,5583.0,6.0,5.0,3+,3.0,Moderately Old,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0
house,independent,sector 3,0.37,7923.0,1.0,1.0,1,1.0,Relatively New,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,sobha city,sector 108,2.6,15196.0,3.0,3.0,2,8.0,Relatively New,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
flat,maruti vihar colony,sector 28,0.95,8887.0,2.0,1.0,1,1.0,Old Property,1254.6396458878658,0.0,0.0,0.0,0.0,0.0,0.0,59.0
flat,unitech sunbreeze,sector 69,0.75,6849.0,2.0,2.0,2,4.0,Under Construction,960.5533662885157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flat,godrej summit,sector 104,1.1,8668.0,2.0,2.0,3,16.0,Under Construction,1116.6514613999943,0.0,0.0,0.0,0.0,1.0,0.0,88.0
house,vatika the seven lamps,sector 82,1.6,6598.0,4.0,4.0,3+,16.0,Moderately Old,2425.0,0.0,1.0,0.0,0.0,0.0,0.0,94.0
house,independent,sector 17,8.5,18814.0,4.0,4.0,2,2.0,Old Property,4518.0,1.0,1.0,0.0,1.0,0.0,1.0,21.0
flat,godrej nature plus,sector 33,1.75,8768.0,3.0,3.0,0,2.0,Under Construction,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0
flat,shapoorji pallonji joyville gurugram,sector 102,1.25,9874.0,2.0,2.0,2,0.0,Relatively New,1068.207224986087,0.0,0.0,0.0,0.0,0.0,0.0,79.0
flat,godrej,sector 79,1.35,8970.0,3.0,3.0,2,7.0,Relatively New,1328.3707168385517,0.0,0.0,0.0,0.0,0.0,0.0,118.0
flat,m3m woodshire,sector 107,1.21,6227.0,3.0,3.0,3,7.0,Moderately Old,1704.77,0.0,0.0,0.0,0.0,0.0,1.0,126.0
flat,pareena coban residences,sector 99,1.08,6626.0,3.0,5.0,3,2.0,Relatively New,1750.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0
flat,eldeco accolade,sohna road,0.72,4976.0,2.0,2.0,3+,12.0,Relatively New,1159.31,1.0,0.0,0.0,0.0,0.0,0.0,152.0
flat,imperia the esfera,sector 37,0.99,5455.0,3.0,4.0,3,9.0,Relatively New,1652.38,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,bestech park view city,sector 48,4.25,9335.0,4.0,5.0,3+,14.0,Moderately Old,4062.7787277568677,1.0,0.0,0.0,0.0,0.0,1.0,81.0
flat,godrej,sector 79,1.18,8532.0,2.0,2.0,3,7.0,Relatively New,1218.9226271626874,0.0,0.0,0.0,0.0,0.0,0.0,158.0
flat,vipul lavanya,sector 81,1.28,7175.0,3.0,3.0,3,1.0,Moderately Old,1973.93094649268,0.0,1.0,0.0,1.0,0.0,1.0,49.0
flat,pareena mi casa,sector 68,1.1,8835.0,2.0,2.0,3,11.0,New Property,1095.1206896604801,0.0,0.0,0.0,0.0,0.0,0.0,95.0
flat,dlf wellington estate,sector 43,2.09,14615.0,3.0,3.0,2,11.0,Old Property,1261.0870551525695,0.0,0.0,0.0,0.0,0.0,1.0,79.0
flat,silverglades the melia,sohna road,0.78,5778.0,2.0,2.0,3,9.0,Under Construction,1189.3178160208552,1.0,0.0,0.0,0.0,0.0,0.0,72.0
flat,tulip violet,sector 69,1.32,8413.0,3.0,3.0,1,12.0,Relatively New,1384.8889926547768,0.0,0.0,0.0,1.0,0.0,0.0,86.0
flat,dlf belvedere towers,sector 25,3.4,13765.0,4.0,4.0,3,1.0,Old Property,2664.0481943456907,0.0,1.0,0.0,0.0,0.0,0.0,26.0
flat,imperia the esfera,sector 37,0.99,5500.0,3.0,3.0,1,10.0,New Property,1606.4765184739447,0.0,1.0,0.0,0.0,0.0,0.0,49.0
flat,orchid petals,sector 49,4.21,11836.0,5.0,6.0,3+,14.0,Relatively New,3169.2517005670243,0.0,1.0,0.0,1.0,0.0,0.0,35.0
house,independent,sector 26,18.0,39841.0,5.0,4.0,3+,4.0,Moderately Old,4518.0,1.0,1.0,1.0,1.0,0.0,1.0,113.0
flat,pareena mi casa,sector 68,1.1,9016.0,2.0,2.0,3,13.0,New Property,1253.35,0.0,0.0,0.0,0.0,0.0,0.0,106.0
house,independent,sector 50,12.5,40611.0,6.0,5.0,3,4.0,Moderately Old,3078.0,1.0,1.0,0.0,1.0,0.0,1.0,23.0
flat,mapsko paradise,sector 83,0.75,5597.0,3.0,3.0,3,10.0,New Property,1182.79,0.0,0.0,0.0,0.0,1.0,1.0,49.0
flat,experion windchants,sector 112,6.5,10417.0,4.0,5.0,3,11.0,Relatively New,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
flat,dlf the primus,sector 82a,2.25,10714.0,3.0,3.0,3+,29.0,Relatively New,2291.8275213054376,0.0,1.0,0.0,0.0,0.0,2.0,72.0
flat,conscient heritage max,sector 102,2.2,10237.0,3.0,4.0,3+,9.0,Moderately Old,1906.113091848852,1.0,1.0,0.0,0.0,0.0,0.0,125.0
